"","X","DateTime","Inj","V1","V2","V3","V4","V1_adjusted","V2_adjusted","V3_adjusted","V4_adjusted","Flux_1","Flux_2","ppt_mm"
"2678",1956,2019-07-17 09:35:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,2.43,NA,0
"2679",1957,2019-07-17 09:40:00,"No",1905,1900,1757.5,NA,2818.05293602627,2810.65647162726,2599.85723625521,NA,2.23,NA,0
"2680",1958,2019-07-17 09:42:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2681",1959,2019-07-17 09:45:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,2.16,NA,0
"2682",1960,2019-07-17 09:50:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,2.31,NA,0
"2683",1961,2019-07-17 09:55:00,"No",1885,1865,1742.5,NA,2789.99334737269,2760.39129594168,2579.07873092674,NA,2.2,NA,0
"2684",1962,2019-07-17 09:57:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2685",1963,2019-07-17 10:00:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,2.19,NA,0
"2686",1964,2019-07-17 10:05:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,2.14,NA,0
"2687",1965,2019-07-17 10:10:00,"No",1845,1830,1682.5,NA,2732.12430441877,2709.91191169992,2491.49004996454,NA,2.05,NA,0
"2688",1966,2019-07-17 10:12:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2689",1967,2019-07-17 10:15:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,2.04,NA,0
"2690",1968,2019-07-17 10:20:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,0
"2691",1969,2019-07-17 10:25:00,"No",1825,1810,1657.5,NA,2703.65450201642,2681.43268419163,2455.51086963957,NA,2.06,NA,0
"2692",1970,2019-07-17 10:27:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2693",1971,2019-07-17 10:30:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,2.06,NA,0
"2694",1972,2019-07-17 10:35:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.96,NA,0
"2695",1973,2019-07-17 10:40:00,"No",1770,1760,1627.5,NA,2623.1029934699,2608.28320254634,2411.92097280919,NA,1.94,NA,0
"2696",1974,2019-07-17 10:42:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2697",1975,2019-07-17 10:45:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.95,NA,0
"2698",1976,2019-07-17 10:50:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.98,NA,0
"2699",1977,2019-07-17 10:55:00,"No",1750,1725,1602.5,NA,2594.01641894931,2556.95904153575,2375.3778922093,NA,2,NA,0
"2700",1978,2019-07-17 10:57:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2701",1979,2019-07-17 11:00:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,2.04,NA,0
"2702",1980,2019-07-17 11:05:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,0
"2703",1981,2019-07-17 11:10:00,"No",1745,1685,1607.5,NA,2587.66634030867,2498.69213949576,2383.76713011242,NA,2,NA,0
"2704",1982,2019-07-17 11:12:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2705",1983,2019-07-17 11:15:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.97,NA,0
"2706",1984,2019-07-17 11:20:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.93,NA,0
"2707",1985,2019-07-17 11:25:00,"No",1700,1675,1572.5,NA,2522.95784255419,2485.85552134016,2333.73600436263,NA,1.89,NA,0
"2708",1986,2019-07-17 11:27:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2709",1987,2019-07-17 11:30:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.81,NA,0
"2710",1988,2019-07-17 11:35:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.89,NA,0
"2711",1989,2019-07-17 11:40:00,"No",1685,1640,1552.5,NA,2503.75043589744,2436.88469725329,2306.86798322301,NA,1.85,NA,0
"2712",1990,2019-07-17 11:42:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2713",1991,2019-07-17 11:45:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,0
"2714",1992,2019-07-17 11:50:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.87,NA,0
"2715",1993,2019-07-17 11:55:00,"No",1675,1605,1532.5,NA,2491.88978056813,2387.75110317126,2279.89318729592,NA,1.82,NA,0
"2716",1994,2019-07-17 11:57:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2717",1995,2019-07-17 12:00:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.74,NA,0
"2718",1996,2019-07-17 12:05:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.62,NA,0
"2719",1997,2019-07-17 12:10:00,"No",1640,1560,1512.5,NA,2442.16453811387,2323.0345606449,2252.3011365227,NA,1.64,NA,0
"2720",1998,2019-07-17 12:12:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2721",1999,2019-07-17 12:15:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.71,NA,0
"2722",2000,2019-07-17 12:20:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.64,NA,0
"2723",2001,2019-07-17 12:25:00,"No",1635,1545,1517.5,NA,2437.95621218893,2303.75678766477,2262.75140794905,NA,1.64,NA,0
"2724",2002,2019-07-17 12:27:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2725",2003,2019-07-17 12:30:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.57,NA,0
"2726",2004,2019-07-17 12:35:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.72,NA,0
"2727",2005,2019-07-17 12:40:00,"No",1630,1510,1482.5,NA,2432.57127445432,2253.486272654,2212.44595974143,NA,1.69,NA,0
"2728",2006,2019-07-17 12:42:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2729",2007,2019-07-17 12:45:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.66,NA,0
"2730",2008,2019-07-17 12:50:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.73,NA,0
"2731",2009,2019-07-17 12:55:00,"No",1605,1490,1457.5,NA,2396.29730592451,2224.59999116979,2176.07683699998,NA,1.66,NA,0
"2732",2010,2019-07-17 12:57:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2733",2011,2019-07-17 13:00:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.71,NA,0
"2734",2012,2019-07-17 13:05:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.65,NA,0
"2735",2013,2019-07-17 13:10:00,"No",1565,1465,1462.5,NA,2337.51334244597,2188.15146752929,2184.41742065637,NA,1.53,NA,0
"2736",2014,2019-07-17 13:12:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2737",2015,2019-07-17 13:15:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.51,NA,0
"2738",2016,2019-07-17 13:20:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2739",2017,2019-07-17 13:25:00,"No",1560,1445,1442.5,NA,2331.37395409281,2159.50984850263,2155.77367229415,NA,NA,NA,0.1
"2740",2018,2019-07-17 13:27:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2741",2019,2019-07-17 13:30:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.63,NA,0
"2742",2020,2019-07-17 13:35:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2743",2021,2019-07-17 13:40:00,"No",1535,1420,1432.5,NA,2294.09458728246,2122.22430875641,2140.90586077012,NA,NA,NA,0
"2744",2022,2019-07-17 13:42:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2745",2023,2019-07-17 13:45:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.62,NA,0
"2746",2024,2019-07-17 13:50:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2747",2025,2019-07-17 13:55:00,"No",1515,1385,1422.5,467.5,2265.28623576641,2070.90523863794,2126.97668011731,699.02397044277,NA,NA,0
"2748",2026,2019-07-17 13:57:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2749",2027,2019-07-17 14:00:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.58,NA,0
"2750",2028,2019-07-17 14:05:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2751",2029,2019-07-17 14:10:00,"No",1500,1375,1402.5,462.5,2245.35460277881,2058.2417192139,2099.40655359818,692.317669190131,NA,NA,0
"2752",2030,2019-07-17 14:12:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2753",2031,2019-07-17 14:15:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.44,NA,0
"2754",2032,2019-07-17 14:20:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2755",2033,2019-07-17 14:25:00,"No",1495,1365,1392.5,472.5,2239.20690298088,2044.49325924342,2085.68268388019,707.709205122721,NA,NA,0
"2756",2034,2019-07-17 14:27:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2757",2035,2019-07-17 14:30:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.42,NA,0
"2758",2036,2019-07-17 14:35:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2759",2037,2019-07-17 14:40:00,"No",1480,1340,1362.5,457.5,2220.0319967939,2010.02897007015,2043.7794565079,686.259890900818,NA,NA,0
"2760",2038,2019-07-17 14:42:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2761",2039,2019-07-17 14:45:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.41,NA,0
"2762",2040,2019-07-17 14:50:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2763",2041,2019-07-17 14:55:00,"No",1460,1365,1362.5,447.5,2192.17432582201,2049.53284571715,2045.7791225565,671.916445757089,NA,NA,0
"2764",2042,2019-07-17 14:57:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2765",2043,2019-07-17 15:00:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.37,NA,0
"2766",2044,2019-07-17 15:05:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2767",2045,2019-07-17 15:10:00,"No",1450,1365,1367.5,457.5,2177.12350666567,2049.49902524044,2053.25268645883,686.920002965204,NA,NA,0
"2768",2046,2019-07-17 15:12:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2769",2047,2019-07-17 15:15:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.33,NA,0
"2770",2048,2019-07-17 15:20:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2771",2049,2019-07-17 15:25:00,"No",1445,1355,1342.5,442.5,2170.61479213993,2035.4207912454,2016.64384667672,664.703837731431,NA,NA,0
"2772",2050,2019-07-17 15:27:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2773",2051,2019-07-17 15:30:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.36,NA,0
"2774",2052,2019-07-17 15:35:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2775",2053,2019-07-17 15:40:00,"No",1435,1355,1352.5,452.5,2157.63187349737,2037.34577602016,2033.586835474,680.368238855441,NA,NA,0
"2776",2054,2019-07-17 15:42:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2777",2055,2019-07-17 15:45:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.38,NA,0
"2778",2056,2019-07-17 15:50:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2779",2057,2019-07-17 15:55:00,"No",1450,1340,1337.5,452.5,2181.336734146,2015.8560163832,2012.0950909795,680.727498069701,NA,NA,0
"2780",2058,2019-07-17 15:57:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2781",2059,2019-07-17 16:00:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.3,NA,0
"2782",2060,2019-07-17 16:05:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2783",2061,2019-07-17 16:10:00,"No",1445,1355,1332.5,457.5,2174.06729302738,2038.6582574755,2004.80599858753,688.329264055382,NA,NA,0
"2784",2062,2019-07-17 16:12:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2785",2063,2019-07-17 16:15:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.29,NA,0
"2786",2064,2019-07-17 16:20:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2787",2065,2019-07-17 16:25:00,"No",1430,1355,1332.5,457.5,2151.23358732789,2038.40665092958,2004.55857001008,688.244312029728,NA,NA,0
"2788",2066,2019-07-17 16:27:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2789",2067,2019-07-17 16:30:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.22,NA,0
"2790",2068,2019-07-17 16:35:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2791",2069,2019-07-17 16:40:00,"No",1450,1355,1342.5,447.5,2180.91555766795,2038.02798664832,2019.22699046153,673.075663487177,NA,NA,0
"2792",2070,2019-07-17 16:42:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2793",2071,2019-07-17 16:45:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.39,NA,0
"2794",2072,2019-07-17 16:50:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2795",2073,2019-07-17 16:55:00,"No",1465,1380,1337.5,452.5,2202.81591486538,2075.00748294486,2011.1032669846,680.391946400399,NA,NA,0
"2796",2074,2019-07-17 16:57:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2797",2075,2019-07-17 17:00:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.38,NA,0
"2798",2076,2019-07-17 17:05:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2799",2077,2019-07-17 17:10:00,"No",1485,1400,1357.5,472.5,2232.06277182982,2104.30160307188,2040.42101869292,710.201791036761,NA,NA,0
"2800",2078,2019-07-17 17:12:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2801",2079,2019-07-17 17:15:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.39,NA,0
"2802",2080,2019-07-17 17:20:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2803",2081,2019-07-17 17:25:00,"No",1485,1410,1387.5,457.5,2231.35353087902,2118.65890810735,2084.85052127585,687.437198907173,NA,NA,0
"2804",2082,2019-07-17 17:27:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2805",2083,2019-07-17 17:30:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.38,NA,0
"2806",2084,2019-07-17 17:35:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2807",2085,2019-07-17 17:40:00,"No",1510,1420,1382.5,462.5,2267.97919503454,2132.80162711857,2076.47764048692,694.662501790381,NA,NA,0.1
"2808",2086,2019-07-17 17:42:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2809",2087,2019-07-17 17:45:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.36,NA,0
"2810",2088,2019-07-17 17:50:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2811",2089,2019-07-17 17:55:00,"No",1530,1460,1402.5,462.5,2297.1841927248,2192.0842623387,2105.7521766644,694.410254336744,NA,NA,0
"2812",2090,2019-07-17 17:57:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2813",2091,2019-07-17 18:00:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.38,NA,0
"2814",2092,2019-07-17 18:05:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2815",2093,2019-07-17 18:10:00,"No",1550,1505,1402.5,462.5,2326.61758389788,2259.07062178472,2105.21365252695,694.232666163078,NA,NA,0
"2816",2094,2019-07-17 18:12:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2817",2095,2019-07-17 18:15:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.43,NA,0
"2818",2096,2019-07-17 18:20:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2819",2097,2019-07-17 18:25:00,"No",1595,1520,1432.5,477.5,2393.08340027454,2280.55596765975,2149.27396294249,716.424654314164,NA,NA,0
"2820",2098,2019-07-17 18:27:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2821",2099,2019-07-17 18:30:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.44,NA,0
"2822",2100,2019-07-17 18:35:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2823",2101,2019-07-17 18:40:00,"No",1655,1585,1487.5,482.5,2481.93981794836,2376.96351144904,2230.74651311069,723.586684084644,NA,NA,0
"2824",2102,2019-07-17 18:42:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2825",2103,2019-07-17 18:45:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.57,NA,0
"2826",2104,2019-07-17 18:50:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2827",2105,2019-07-17 18:55:00,"No",1705,1655,1527.5,492.5,2555.88343687002,2480.93084341342,2289.8017300991,738.283045547499,NA,NA,0
"2828",2106,2019-07-17 18:57:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2829",2107,2019-07-17 19:00:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.62,NA,0.1
"2830",2108,2019-07-17 19:05:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2831",2109,2019-07-17 19:10:00,"No",1770,1695,1562.5,487.5,2652.1796790138,2539.79918414033,2341.26030986387,730.473216677529,NA,NA,0
"2832",2110,2019-07-17 19:12:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2833",2111,2019-07-17 19:15:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.64,NA,0
"2834",2112,2019-07-17 19:20:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2835",2113,2019-07-17 19:25:00,"No",1815,1725,1622.5,492.5,2718.7697077574,2583.95468092645,2430.41534481343,737.737785713784,NA,NA,0
"2836",2114,2019-07-17 19:27:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2837",2115,2019-07-17 19:30:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.72,NA,0
"2838",2116,2019-07-17 19:35:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
"2839",2117,2019-07-17 19:40:00,"No",1850,1775,1657.5,497.5,2769.92871280771,2657.63430553172,2481.70640079934,744.886234930722,NA,NA,0
"2840",2118,2019-07-17 19:42:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2841",2119,2019-07-17 19:45:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.77,NA,0
"2842",2120,2019-07-17 19:50:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2843",2121,2019-07-17 19:55:00,"No",1895,1825,1677.5,502.5,2835.35857120801,2730.62237068845,2509.92823387939,751.856296586821,NA,NA,0
"2844",2122,2019-07-17 19:57:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2845",2123,2019-07-17 20:00:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.77,NA,0
"2846",2124,2019-07-17 20:05:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2847",2125,2019-07-17 20:10:00,"No",1945,1870,1712.5,487.5,2907.94738022692,2795.81573317447,2560.33927436432,728.855705840937,NA,NA,0
"2848",2126,2019-07-17 20:12:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2849",2127,2019-07-17 20:15:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.81,NA,0
"2850",2128,2019-07-17 20:20:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2851",2129,2019-07-17 20:25:00,"No",1975,1895,1752.5,512.5,2951.78509824572,2832.2191195826,2619.24222008893,765.969550810599,NA,NA,0
"2852",2130,2019-07-17 20:27:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2853",2131,2019-07-17 20:30:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.91,NA,0
"2854",2132,2019-07-17 20:35:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2855",2133,2019-07-17 20:40:00,"No",1995,1910,1767.5,502.5,2980.64726671204,2853.65227038596,2640.74889419224,750.76453710416,NA,NA,0
"2856",2134,2019-07-17 20:42:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2857",2135,2019-07-17 20:45:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.94,NA,0
"2858",2136,2019-07-17 20:50:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2859",2137,2019-07-17 20:55:00,"No",2030,1955,1792.5,517.5,3031.00860904921,2919.0255323602,2676.39553286734,772.68322915417,NA,NA,0
"2860",2138,2019-07-17 20:57:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2861",2139,2019-07-17 21:00:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.96,NA,0
"2862",2140,2019-07-17 21:05:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2863",2141,2019-07-17 21:10:00,"No",2030,1985,1817.5,517.5,3029.28433075624,2962.13270766065,2712.17944391599,772.243665599188,NA,NA,0
"2864",2142,2019-07-17 21:12:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2865",2143,2019-07-17 21:15:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,1.99,NA,0
"2866",2144,2019-07-17 21:20:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2867",2145,2019-07-17 21:25:00,"No",2060,1975,1807.5,517.5,3073.21449181894,2946.40709773903,2696.52193881686,772.033252192379,NA,NA,0
"2868",2146,2019-07-17 21:27:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2869",2147,2019-07-17 21:30:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,2.09,NA,0
"2870",2148,2019-07-17 21:35:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2871",2149,2019-07-17 21:40:00,"No",2065,1995,1832.5,522.5,3079.97514668428,2975.56920950854,2733.19828392201,779.315745347475,NA,NA,0
"2872",2150,2019-07-17 21:42:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2873",2151,2019-07-17 21:45:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,2.11,NA,0
"2874",2152,2019-07-17 21:50:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2875",2153,2019-07-17 21:55:00,"No",2090,2030,1852.5,532.5,3116.69986087917,3027.22522372474,2762.5294221429,794.08740474553,NA,NA,0
"2876",2154,2019-07-17 21:57:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2877",2155,2019-07-17 22:00:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,0
"2878",2156,2019-07-17 22:05:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2879",2157,2019-07-17 22:10:00,"No",2120,2025,1857.5,517.5,3160.81726376094,3019.1768675075,2769.44248463959,771.56742169636,NA,NA,0
"2880",2158,2019-07-17 22:12:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2881",2159,2019-07-17 22:15:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,2.27,NA,0
"2882",2160,2019-07-17 22:20:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2883",2161,2019-07-17 22:25:00,"No",2150,2075,1877.5,527.5,3204.6889229633,3092.89744890644,2798.51323389004,786.266700866577,NA,NA,0
"2884",2162,2019-07-17 22:27:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2885",2163,2019-07-17 22:30:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,2.29,NA,0
"2886",2164,2019-07-17 22:35:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2887",2165,2019-07-17 22:40:00,"No",2150,2060,1882.5,537.5,3203.50044690687,3069.40042819914,2804.92539130334,800.875111726717,NA,NA,0
"2888",2166,2019-07-17 22:42:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2889",2167,2019-07-17 22:45:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,2.24,NA,0
"2890",2168,2019-07-17 22:50:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2891",2169,2019-07-17 22:55:00,"No",2155,2070,1907.5,547.5,3209.74010404272,3083.13782615704,2841.1040596109,815.467613440087,NA,NA,0
"2892",2170,2019-07-17 22:57:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2893",2171,2019-07-17 23:00:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,2.28,NA,0
"2894",2172,2019-07-17 23:05:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
"2895",2173,2019-07-17 23:10:00,"No",2135,2085,1912.5,542.5,3178.46525559799,3104.02813017415,2847.2200474619,807.64281084867,NA,NA,0
"2896",2174,2019-07-17 23:12:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2897",2175,2019-07-17 23:15:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,2.19,NA,0
"2898",2176,2019-07-17 23:20:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2899",2177,2019-07-17 23:25:00,"No",2150,2070,1907.5,537.5,3199.65058643343,3080.5938204266,2838.75976447524,799.912646608357,NA,NA,0
"2900",2178,2019-07-17 23:27:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2901",2179,2019-07-17 23:30:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,2.28,NA,0
"2902",2180,2019-07-17 23:35:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2903",2181,2019-07-17 23:40:00,"No",2170,2055,1897.5,552.5,3229.61421936246,3058.45954875108,2824.05206508768,822.286569676386,NA,NA,0
"2904",2182,2019-07-17 23:42:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2905",2183,2019-07-17 23:45:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,2.27,NA,0
"2906",2184,2019-07-17 23:50:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
